Reference Handle,Token,Item Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Auto Add Item to Check,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled Mia's Bakery,Current Quantity Mia's Bakery,New Quantity Mia's Bakery,Stock Alert Enabled Mia's Bakery,Stock Alert Count Mia's Bakery,Price Mia's Bakery,Enabled Mias UES,Current Quantity Mias UES,New Quantity Mias UES,Stock Alert Enabled Mias UES,Stock Alert Count Mias UES,Price Mias UES,Enabled Times Square,Current Quantity Times Square,New Quantity Times Square,Stock Alert Enabled Times Square,Stock Alert Count Times Square,Price Times Square,Modifier Set - Border Color,Modifier Set - Cake Pop Cupcake Flavor Choice,Modifier Set - Cupcake Flavor,Modifier Set - Cupcake Frosting,Modifier Set - Extra Shot Add-on,Modifier Set - Flavor - INST7PSUNRASXDKNC5NF7UUI,Modifier Set - Flavor - QDJSMW4SXF3MTFEZDQ6QJIZC,Modifier Set - Flavors,Modifier Set - Hot Drinks Extra Shot Choice,Modifier Set - Inscription,Modifier Set - Size,"Tax - New York, New York (11201) (8.875%)"
#graduation-cake-7inch,LENDN5NSZXKJBFZJBGU4TRGY,Graduation Cake,7inch,,284569D,,Special Cake to Go,Special Cake to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,65.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#graduation-cake-8inch,7M7CLDPMH5QXGOVD7KHOYT5T,Graduation Cake,8inch,,9070377,,Special Cake to Go,Special Cake to Go,,,,,visible,Prepared food and beverage,,,,,,,,70.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#graduation-cake-10inch,OFHKRUMJ2F4AESSWAVDPDX7I,Graduation Cake,10inch,,618623T,,Special Cake to Go,Special Cake to Go,,,,,visible,Prepared food and beverage,,,,,,,,80.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#greek-almond-cookie-to-go-,7H57EMNFXL4CEXOJ47BPVVGF,Greek Almond Cookie to Go,,Pound 1.000,5624379,,Cookies by the Pound to Go,Cookies by the Pound to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,24.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#greek-coffee-ts--,2AW752RMNCAGZBEGM5NJ6SVG,Greek Coffee (TS),,,9786363,,Hot Drinks to Stay,Hot Drinks to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,Y
#greek-coffee-to-go-,CRGMLOELZHPXTBF4JCU5PHEY,Greek Coffee to Go,,,N261611,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.67,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#greek-float-small,NIDK4PJBH2EP5WCUAHNMGUUQ,Greek Float,Small,,734523N,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,5.05,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#greek-float-large,Q7EJDX75KT4XVOJ4DDI4WOLE,Greek Float,Large,,H878739,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,6.05,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#greek-frappe-small,CLHSYXAHB7DI5CDDPTQGLEUC,Greek Frappe,Small,,L922964,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.67,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#greek-frappe-large,7QSC5PG7UFERIVVMAJH3LKX7,Greek Frappe,Large,,414118R,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,4.67,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#ham-and-cheese-croissant-ts--,Y5AFRSXEWIEW5U6H4AEO7I4S,Ham and Cheese Croissant (TS),,,D442154,,Croissant to Stay,Croissant to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,6.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#ham-and-cheese-croissant-to-go-,JFONILUISBTFBBFLBFIFDJL2,Ham and Cheese Croissant to Go,,,1942510,,Croissant to Go,Croissant to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,5.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#hamantash-to-go-,N5A3WJTOHJT7U6P3A7S3PRZS,Hamantash to Go,,,J763419,,Cookies by the Piece to Go,Cookies by the Piece to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,2.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#heavenly-brownie-,R4FZHRV62X3AHSYEMS6HQD2P,Heavenly Brownie,,,M849555,,Brownies to Go,Brownies to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,6.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#honey-walnut-to-go-,JN7O3F232EGTRC3RYVYKLG77,Honey Walnut to Go,,Pound 1.000,8704364,,Cookies by the Pound to Go,Cookies by the Pound to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,24.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#hot-apple-cider-ts--,FOULZKWPYPLNCQLS35WIIUXT,Hot Apple Cider (TS),,,771035D,,Hot Drinks to Stay,Hot Drinks to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,Y
#hot-apple-cider-to-go-small,XLG7CVCGD2KKUMN3UKAY3U3T,Hot Apple Cider to Go,Small,,J040149,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.90,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#hot-apple-cider-to-go-large,T3PZ2L2WIQ4RPO7Z3DSSULXT,Hot Apple Cider to Go,Large,,M830982,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,4.40,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#hot-chocolate-ts--,LXDYNG23FZ6AU2DFUT47BFJ4,Hot Chocolate (TS),,,8196260,,Hot Drinks to Stay,Hot Drinks to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,5.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,Y
#hot-chocolate-to-go-small,P53R74ESQOCWSOPGAL23LLY5,Hot Chocolate to Go,Small,,2482025,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.59,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#hot-chocolate-to-go-large,OV2HE3KSGMJS4KY2M6EG35CV,Hot Chocolate to Go,Large,,X765070,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,5.59,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#ice-cream-add-on-ts--,3VVRVESCGFWRYA5XUJIGO3UV,Ice Cream Add-on (TS),,,7246555,,Add-ons to Stay,Add-ons to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,3.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#ice-cream-add-on-to-go-,XMLMLT4KVZHOF3N2H5N5VHMM,Ice Cream Add-on to Go,,,G491303,,Add-ons to Go,Add-ons to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,2.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#iced-americano-small,6ZDUQFM3MNQ22ERTSOHM5F3G,Iced Americano,Small,,807777J,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.36,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#iced-americano-large,JAZ72OATCIYSXTR35NZYBR4E,Iced Americano,Large,,G520164,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,5.11,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#iced-apple-cider-small,5N4PAK5DV2ZIG64PBERLQU6H,Iced Apple Cider,Small,,2084142,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.13,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#iced-apple-cider-large,TPBPLWPV5W66725V6MLQ54UM,Iced Apple Cider,Large,,707370J,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,4.88,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#iced-chai-latte-small,R67VYSLJX5GW3MSZKYOMVLVZ,Iced Chai Latte,Small,,2549233,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,5.05,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#iced-chai-latte-large,LKOO4TKGKC5J5TSW2PDWIZ5A,Iced Chai Latte,Large,,5473460,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,6.05,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#iced-coffee-small,OY7SMW7T3Q6GNQXAMOSU6BFJ,Iced Coffee,Small,,498176Q,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.67,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#iced-coffee-large,IHGG2GBJODS2XIIZ3D5BNRT7,Iced Coffee,Large,,416867A,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,4.36,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#iced-decaf-small,NI2G7OO3CVHNE7C74OHQMEQF,Iced Decaf,Small,,824515R,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.67,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#iced-decaf-large,M72TXKIPHEXE5PYTLBGDIZXC,Iced Decaf,Large,,925172H,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,4.42,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#iced-latte-small,3VDJGKQH7UABBH5ZZ7UMK4XM,Iced Latte,Small,,W363948,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,5.51,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#iced-latte-large,3D2VWUQVVXCYW3AJEJIDCCMH,Iced Latte,Large,,4203930,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,6.51,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#iced-matcha-small,K2NLK7LSOMJR5KLF55ZGQBAN,Iced Matcha,Small,,Z109457,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,5.05,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#iced-matcha-large,YBAZNRT52M66J34XE65FLSBO,Iced Matcha,Large,,640945Z,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,6.05,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#iced-matcha-latte-small,NMF6WJSQBKZNSHVYYEKBJLZQ,Iced Matcha Latte,Small,,867595T,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,5.51,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#iced-matcha-latte-large,UU57XQPJ2GPSIYIKVFIYR7ZQ,Iced Matcha Latte,Large,,S358094,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,6.51,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#iced-mocha-small,U3IBI3JKDPLX4WILFU2QEPEM,Iced Mocha,Small,,735305M,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,5.51,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#iced-mocha-large,E22G3ME67RZWJ6JR3ZY4BUQB,Iced Mocha,Large,,B744816,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,6.51,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#iced-tea-small,OZMZ6QGYDTP5F2X53A4PMSQJ,Iced Tea,Small,,827572Y,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.67,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#iced-tea-large,GCOIWOYRHRVBND4CXBXDVBDR,Iced Tea,Large,,6447421,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,4.59,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#key-lime-pie-ts--,3PGZYD3BZ4SJRBT6BK2SITTZ,Key Lime Pie (TS),,,6689640,,Pies to Stay,Pies to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,9.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#key-lime-pie-to-go-slice,KPTUIRM6IKTGU7SXM5FF3NIK,Key Lime Pie to Go,Slice,,5015307,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#key-lime-pie-to-go-8inch,PCW442BC2AKWIPRY3FQA6OEG,Key Lime Pie to Go,8inch,,H860181,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,,29.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#key-lime-pie-to-go-10inch,RYNM2GUUI2XOU4HO6JDE64QM,Key Lime Pie to Go,10inch,,7163596,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,,38.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#latte-ts--,GZGDIJILY5UGZ36GEDGV7DWW,Latte (TS),,,277223Y,,Hot Drinks to Stay,Hot Drinks to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,6.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,Y
#latte-to-go-small,FXO2HVDVGKS52ALAGWDJIJXP,Latte to Go,Small,,H078463,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.82,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#latte-to-go-large,VJF27FNTTSIPLSNXVW6K6JW3,Latte to Go,Large,,C107786,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,5.82,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#lava-cake-,TKRD3YHYYQKDWVUXUZ45E224,Lava Cake,,,8905935,,Brownies to Go,Brownies to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,7.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#lemon-bar-,U5N574AEUPDROI4ARG3ZNEQ2,Lemon Bar,,,149423D,,Brownies to Go,Brownies to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,5.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#lemon-blueberry-bundt-cake-ts--,CAAKQDHVIM7DOGOE7JAIOVMN,Lemon Blueberry Bundt Cake (TS),,,8482372,,Pound Cake to Stay,Pound Cake to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#lemon-blueberry-bundt-cake-to-go-slice,R5HSLY2FYGY6OAOXAOPDB2Q5,Lemon Blueberry Bundt Cake to Go,Slice,,G148293,,Pound Cake to Go,Pound Cake to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#lemon-blueberry-bundt-cake-to-go-loaf,SF2UFUPRXCAX6OJQGPMYBU2N,Lemon Blueberry Bundt Cake to Go,Loaf,,612629W,,Pound Cake to Go,Pound Cake to Go,,,,,visible,Prepared food and beverage,,,,,,,,30.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#lemon-blueberry-cake-slice,SIO7WY5MUBMEYEO6MULJYQZL,Lemon Blueberry Cake,Slice,,3551288,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#lemon-blueberry-cake-7inch,YIZ7NI5RSKHQRALX6FNENBIP,Lemon Blueberry Cake,7inch,,G842382,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,50.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#lemon-blueberry-cake-8inch,UFUHL4YKBR7YAN5H7LOMMBSP,Lemon Blueberry Cake,8inch,,K823476,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,54.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#lemon-blueberry-cake-10inch,VLZIT7LAQV5I56TYASS4VBFK,Lemon Blueberry Cake,10inch,,6539595,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,65.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#lemon-blueberry-cake-qs,OAGYLCRN444HZ7DDOCO3JJLG,Lemon Blueberry Cake,QS,,203449R,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,100.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#lemon-blueberry-cake-hs,H23R3FZPB6DSZSERCUPCCLFB,Lemon Blueberry Cake,HS,,8480868,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,175.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#lemon-blueberry-cake-fs,IXFDNTIMIFTE4HU6RVIKTSMN,Lemon Blueberry Cake,FS,,V484353,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,240.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#lemon-bundt-cake-ts--,7GHGD273IKPFZMILKVG363NQ,Lemon Bundt Cake (TS),,,6959325,,Pound Cake to Stay,Pound Cake to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#lemon-bundt-cake-to-go-slice,EDA6SENPXKLJ7YESKRT3J56J,Lemon Bundt Cake to Go,Slice,,1514100,,Pound Cake to Go,Pound Cake to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#lemon-bundt-cake-to-go-loaf,NSUMXOPWQ3YO7A4GOK4EFG45,Lemon Bundt Cake to Go,Loaf,,A280052,,Pound Cake to Go,Pound Cake to Go,,,,,visible,Prepared food and beverage,,,,,,,,30.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#lemon-coconut-cupcake-ts--,5UWLEWRODZFIDKUSZO7S5COR,Lemon Coconut Cupcake (TS),,,X322888,,Cupcakes to Stay,Cupcakes to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#lemon-coconut-cupcake-to-go-,GTYPPAZVW4TUCNZWYBBQUPQY,Lemon Coconut Cupcake to Go,,,960379L,,Cupcakes to Go,Cupcakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#lemon-meringue-ts--,6DFDRTNWKIKY2HFPWULQW66A,Lemon Meringue (TS),,,273342X,,Tarts to Stay,Tarts to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,9.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#lemon-meringue-tart-to-go-4inch,25KM7JVBXDHICJ55BUTZQ67R,Lemon Meringue Tart to Go,4inch,,417967E,,Tarts to Go,Tarts to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#lemon-meringue-tart-to-go-10inch,6Y3K5UVLEI3E6IKUNFD4FUBW,Lemon Meringue Tart to Go,10inch,,537360T,,Tarts to Go,Tarts to Go,,,,,visible,Prepared food and beverage,,,,,,,,40.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#lemon-raspberry-ts--,JQN3HVYNUJY4OPABRJFAR42B,Lemon Raspberry (TS),,,6344455,,Tarts to Stay,Tarts to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,9.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#lemon-raspberry-tart-to-go-4inch,646EFSIAC3SALKG5DQDPJLWT,Lemon Raspberry Tart to Go,4inch,,R269446,,Tarts to Go,Tarts to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#lemon-raspberry-tart-to-go-10inch,3DLZEY6JNFEF7YONX57HFBP6,Lemon Raspberry Tart to Go,10inch,,E367852,,Tarts to Go,Tarts to Go,,,,,visible,Prepared food and beverage,,,,,,,,38.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#lemonade-,JOENRPFQHMAH2VRDY5YB5CGZ,Lemonade,,,N032832,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#linzer-tart-to-go-,GJRPROJSYKP7C4YJPYLWNOFK,Linzer Tart to Go,,,806214T,,Cookies by the Piece to Go,Cookies by the Piece to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#lobster-tail-,6JZZBOS3DPZGE55XMUER3NKG,Lobster Tail,,,6090640,,Brownies to Go,Brownies to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#macchiato-ts--,OT2O5WR7UII5ZJXDT7YO2TGL,Macchiato (TS),,,8118358,,Hot Drinks to Stay,Hot Drinks to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,5.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,Y
#macchiato-to-go-small,SQBDM6BQH2H5CF7HWPXLJYKM,Macchiato to Go,Small,,Y067841,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.22,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
